p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
S100A102	5.07556127677527e-27	0.431338378407021	0.955	0.763	9.78669725387808e-23	4	S100A10
KLF9	6.33389710534522e-27	0.346859605619753	0.473	0.19	1.22130203985266e-22	4	KLF9
PPM1G	6.59199725028411e-27	0.251876349055101	0.379	0.132	1.27106890979978e-22	4	PPM1G
PDLIM5	1.0249420785424e-26	0.278519022298176	0.362	0.125	1.97629331584546e-22	4	PDLIM5
CCT7	1.46567009918673e-26	0.259597514447515	0.436	0.168	2.82610508525186e-22	4	CCT7
RTRAF	1.8820278172886e-26	0.271586267729828	0.502	0.211	3.62892603729587e-22	4	RTRAF
C1orf43	2.84552975883722e-26	0.308776280911453	0.465	0.19	5.48675048098993e-22	4	C1orf43
TCP1	2.92453784339765e-26	0.290551469411303	0.44	0.173	5.63909386963935e-22	4	TCP1
NOP53	2.93454282716014e-26	0.438718597235183	0.778	0.527	5.65838547933018e-22	4	NOP53
SGK1	3.52735685614517e-26	0.67911408283998	0.514	0.244	6.80144949001911e-22	4	SGK1
RPL341	4.61926174811141e-26	0.372855381528252	1	0.97	8.90686050270843e-22	4	RPL34
JUNB1	4.77339639590623e-26	0.634663669227918	0.967	0.844	9.20406293058639e-22	4	JUNB
RAP1B	5.7123721056215e-26	0.360352714021569	0.564	0.268	1.10145958940594e-21	4	RAP1B
UBE2D3	6.27551196859026e-26	0.40096602993766	0.675	0.368	1.21004421778357e-21	4	UBE2D3
CYSTM1	6.57416866702727e-26	0.276156197934354	0.395	0.144	1.2676312023762e-21	4	CYSTM1
PON21	1.11676112649526e-25	0.292635539719179	0.49	0.199	2.15333880410816e-21	4	PON2
DSTN1	1.35395102185075e-25	0.30554599581434	0.844	0.531	2.61068836033262e-21	4	DSTN
XAF1	1.35843421296942e-25	0.321396456635478	0.337	0.113	2.61933284944763e-21	4	XAF1
BSG	1.40081299679885e-25	0.375995917412812	0.65	0.347	2.70104762042754e-21	4	BSG
RAD23A	1.52006279199252e-25	0.266849963934911	0.49	0.203	2.93098507551998e-21	4	RAD23A
RANBP1	4.12542086027596e-25	0.29100285640064	0.428	0.169	7.9546365027841e-21	4	RANBP1
RNF115	4.2671796985447e-25	0.278948264170897	0.461	0.187	8.22797589473389e-21	4	RNF115
OS9	4.79647688602891e-25	0.303603523264749	0.486	0.212	9.24856673164094e-21	4	OS9
METTL9	4.95834287075182e-25	0.269984646729447	0.469	0.197	9.56067672338366e-21	4	METTL9
PLS31	5.99946630992427e-25	0.317916778740686	0.465	0.193	1.1568170938796e-20	4	PLS3
NPM11	7.49739450780876e-25	0.37956421732607	0.905	0.696	1.44564760899568e-20	4	NPM1
ILF21	7.6868420858681e-25	0.264195554556399	0.481	0.198	1.48217689099709e-20	4	ILF2
EIF3H	1.03994068840833e-24	0.347311438841907	0.58	0.293	2.00521363538895e-20	4	EIF3H
TMEM230	1.20067322961678e-24	0.291369937859725	0.506	0.226	2.31513812134707e-20	4	TMEM230
SUMO1	1.2680329411722e-24	0.288830270578561	0.535	0.243	2.44502111716824e-20	4	SUMO1
RPL35A1	1.46097786871429e-24	0.321710226452946	0.992	0.893	2.81705752645489e-20	4	RPL35A
APH1A	1.62526639509577e-24	0.271757379461173	0.436	0.176	3.13383866302366e-20	4	APH1A
CTNND1	1.62931063379389e-24	0.269009479931016	0.395	0.15	3.14163676408138e-20	4	CTNND1
SNRPB	1.70710457043251e-24	0.28019760015042	0.523	0.238	3.29163903270796e-20	4	SNRPB
HNRNPA0	2.66736936177594e-24	0.322970594519109	0.584	0.29	5.14322160337637e-20	4	HNRNPA0
MARCKS1	3.5294689955504e-24	0.267248237232739	0.358	0.124	6.80552211722028e-20	4	MARCKS
GRAMD1A	5.83739281921762e-24	0.250522630745587	0.37	0.134	1.12556608340154e-19	4	GRAMD1A
YWHAB1	6.25718400225467e-24	0.323344568761606	0.708	0.418	1.20651021931474e-19	4	YWHAB
HSD17B111	6.57249662545412e-24	0.312645644991534	0.469	0.202	1.26730879932006e-19	4	HSD17B11
NFIA	6.57500361736441e-24	0.25395537902555	0.457	0.187	1.26779219750021e-19	4	NFIA
SEPT7	6.64335019467026e-24	0.292342018886189	0.609	0.293	1.28097078453632e-19	4	SEPT7
LAPTM4A1	6.68848012610093e-24	0.312485747020288	0.856	0.529	1.28967273791478e-19	4	LAPTM4A
ZFP362	7.31944425703673e-24	0.515907194816375	0.963	0.813	1.41133524164182e-19	4	ZFP36
SDHD	9.30885528422797e-24	0.263362090829738	0.362	0.134	1.79493347590484e-19	4	SDHD
COX7A2L	1.49052905601744e-23	0.277543511521057	0.461	0.197	2.87403812581283e-19	4	COX7A2L
PSMA71	1.64026711215577e-23	0.322181753285915	0.691	0.38	3.16276304565876e-19	4	PSMA7
SELENOF	1.68054205187559e-23	0.278838982313864	0.527	0.246	3.24042118442651e-19	4	SELENOF
CLU1	2.54210076346559e-23	1.20092998392041	0.523	0.293	4.90167869211435e-19	4	CLU
HNRNPK	2.98328714674455e-23	0.354289784329192	0.819	0.559	5.75237427635283e-19	4	HNRNPK
ATP5F1C	3.76996272853569e-23	0.286688480282462	0.498	0.229	7.26924213316252e-19	4	ATP5F1C
ZNHIT1	3.85114923528856e-23	0.250220412437854	0.457	0.192	7.42578595548339e-19	4	ZNHIT1
PSMA1	6.45358147206096e-23	0.271645492835417	0.519	0.237	1.24437957944279e-18	4	PSMA1
EEF1D	6.83874586513915e-23	0.371882585275314	0.893	0.699	1.31864697771613e-18	4	EEF1D
SRP91	1.03159848722496e-22	0.308508081583931	0.56	0.267	1.98912820306718e-18	4	SRP9
PGAM1	1.46167127918675e-22	0.277590894563286	0.486	0.222	2.8183945605279e-18	4	PGAM1
TMEM70	1.59615937362877e-22	0.275714776302952	0.28	0.09	3.077714504231e-18	4	TMEM70
DUSP11	1.73251421498964e-22	0.389214335249315	0.979	0.902	3.34063390934303e-18	4	DUSP1
SRSF4	1.95948684432668e-22	0.264071376777488	0.44	0.185	3.77828253323071e-18	4	SRSF4
RPL131	2.58368323794864e-22	0.312871571832568	1	0.99	4.98185801941256e-18	4	RPL13
RPL7A1	3.97168788962393e-22	0.345548866937243	0.975	0.933	7.65820858877286e-18	4	RPL7A
TRIR	6.3676278095254e-22	0.276229755872534	0.588	0.303	1.22780599423269e-17	4	TRIR
RSL24D1	6.92369253022891e-22	0.272494058334873	0.44	0.193	1.33502639367874e-17	4	RSL24D1
EPHX11	7.56776655044855e-22	0.27843464311033	0.481	0.21	1.45921674625749e-17	4	EPHX1
CLIC12	1.20895671229918e-21	0.328119795741757	0.815	0.6	2.33111033265528e-17	4	CLIC1
RPLP01	1.33323214781283e-21	0.391569702413364	0.926	0.853	2.57073822741269e-17	4	RPLP0
RPS18	2.06074635647893e-21	0.364796426694981	1	0.985	3.97353112456267e-17	4	RPS18
HIF1A	2.59059985942211e-21	0.272342797543938	0.42	0.177	4.99519464893772e-17	4	HIF1A
RAN	2.65033912801296e-21	0.309963860317327	0.56	0.297	5.11038390663459e-17	4	RAN
NR2F2	3.1056304692982e-21	0.34043816202774	0.259	0.083	5.98827667090079e-17	4	NR2F2
RPS231	3.96453489417548e-21	0.33601271526263	0.992	0.956	7.64441618294916e-17	4	RPS23
CIRBP	4.10747341381079e-21	0.340287631407019	0.835	0.596	7.92003023650996e-17	4	CIRBP
OCIAD1	4.31601811784785e-21	0.257291179383733	0.506	0.241	8.32214613483423e-17	4	OCIAD1
DLC11	5.52348458677953e-21	0.258414495012775	0.387	0.156	1.06503829802283e-16	4	DLC1
PAIP2	8.15239487961722e-21	0.260524305682687	0.407	0.172	1.57194478068779e-16	4	PAIP2
ARHGDIA	1.34434616818204e-20	0.274437547387074	0.523	0.257	2.59216828148862e-16	4	ARHGDIA
PDIA61	1.59041458121683e-20	0.302859596202354	0.601	0.317	3.06663739550229e-16	4	PDIA6
NACA	2.00372591496905e-20	0.2952840738372	0.967	0.901	3.86358430924332e-16	4	NACA
LMNA1	3.98996410310882e-20	0.290071435750242	0.79	0.544	7.69344878361443e-16	4	LMNA
ATP1B32	4.67695348594944e-20	0.29767639933921	0.473	0.222	9.0181017116077e-16	4	ATP1B3
RPS15	5.05322395424314e-20	0.289463758612679	0.992	0.939	9.74362642857162e-16	4	RPS15
C11orf58	5.28730484847402e-20	0.271364768424235	0.568	0.3	1.01949812088276e-15	4	C11orf58
PA2G4	7.60134307142894e-20	0.263776964824014	0.465	0.219	1.46569097103293e-15	4	PA2G4
IRF2BP21	7.97471155268223e-20	0.268780736231468	0.556	0.283	1.53768388158819e-15	4	IRF2BP2
CAPZB	8.34357147378039e-20	0.277771854913047	0.597	0.321	1.60880745157433e-15	4	CAPZB
UPP11	1.03640902078167e-19	0.269187266171633	0.374	0.157	1.99840387387122e-15	4	UPP1
SNU13	1.35736962402312e-19	0.263837081929313	0.531	0.267	2.61728010904139e-15	4	SNU13
GYPC1	1.5420206582858e-19	0.325251557617705	0.412	0.184	2.97332423330668e-15	4	GYPC
DDX51	2.1390818927713e-19	0.292476802967299	1	0.939	4.12457770564162e-15	4	DDX5
PDIA3	2.71519221668369e-19	0.308822466343824	0.7	0.432	5.23543363220949e-15	4	PDIA3
RPL11	3.01606997769734e-19	0.266611001984482	0.996	0.972	5.81558613099602e-15	4	RPL11
VSIR	4.81096960827531e-19	0.272157095570007	0.321	0.123	9.27651159867645e-15	4	VSIR
HNRNPM	5.20853291611545e-19	0.300298452975418	0.527	0.273	1.00430931688538e-14	4	HNRNPM
ATP5F1A	6.71695664684468e-19	0.286817241252615	0.506	0.261	1.29516358064459e-14	4	ATP5F1A
RPS141	1.19935111966003e-18	0.287104962706218	1	0.96	2.31258882892847e-14	4	RPS14
ARL6IP1	1.35969639064156e-18	0.360120764411581	0.481	0.247	2.62176658043506e-14	4	ARL6IP1
MEF2A	2.1729706736896e-18	0.253189187569293	0.288	0.107	4.18992205300829e-14	4	MEF2A
RPL311	2.7307287713487e-18	0.303859905179605	0.979	0.882	5.26539121691456e-14	4	RPL31
SLC2A31	3.38867939533427e-18	0.388278818810558	0.547	0.283	6.53405161008354e-14	4	SLC2A3
SKP1	3.42756317477736e-18	0.28210074793332	0.753	0.479	6.60902731360571e-14	4	SKP1
RPL26	5.13062775154655e-18	0.310987911458527	0.988	0.899	9.89287643053206e-14	4	RPL26
FOS	1.71665227387409e-17	0.351144517437114	0.959	0.917	3.31004891448403e-13	4	FOS
YWHAQ	1.79487996724547e-17	0.266956003232455	0.539	0.288	3.46088755284272e-13	4	YWHAQ
CYR61	2.73231357955577e-17	0.575401631080538	0.436	0.215	5.26844704409943e-13	4	CYR61
FKBP8	4.78442238761536e-17	0.260307290369134	0.486	0.253	9.22532324779993e-13	4	FKBP8
RPL18A	2.03843104745133e-16	0.251518284431814	0.988	0.943	3.93050274569565e-12	4	RPL18A
IL321	2.87903902060739e-16	0.347588743268939	0.432	0.206	5.55136303953516e-12	4	IL32
PIM31	4.28283943060242e-16	0.307293471572309	0.457	0.234	8.25817099008758e-12	4	PIM3
PFN11	4.87549825649844e-16	0.286301319843313	0.872	0.663	9.40093573818029e-12	4	PFN1
TFPI1	1.0928468207174e-15	0.405647608601957	0.428	0.219	2.10722723970729e-11	4	TFPI
TSPAN131	1.212068198906e-15	0.258797037610531	0.403	0.193	2.33710990113055e-11	4	TSPAN13
PGK1	1.97375568467714e-15	0.27953330727986	0.568	0.331	3.80579571119445e-11	4	PGK1
BHLHE401	9.52047928901253e-15	0.341386219108578	0.391	0.198	1.8357388165074e-10	4	BHLHE40
SRSF3	1.88928904283438e-14	0.253381986282063	0.667	0.412	3.64292713239325e-10	4	SRSF3
ARL6IP4	5.91572506626577e-14	0.26068389087352	0.543	0.32	1.14067010727737e-09	4	ARL6IP4
MGLL1	1.6484379103761e-13	0.255335429846436	0.395	0.2	3.1785179787872e-09	4	MGLL
CALM11	2.18077105787421e-12	0.313480886282458	0.868	0.722	4.20496275379306e-08	4	CALM1
ST13	1.20810356336127e-11	0.258205146757492	0.523	0.331	2.32946529087321e-07	4	ST13
KLF2	2.58082920660171e-11	0.321465777560553	0.346	0.176	4.97635487616941e-07	4	KLF2
ENO11	6.05014555467416e-10	0.257520861787945	0.663	0.497	1.16658906585227e-05	4	ENO1
DCN	0	3.80674492541091	0.995	0.041	0	5	DCN
LUM	0	3.66477957089848	0.963	0.045	0	5	LUM
COL1A2	0	2.97331717048123	0.969	0.028	0	5	COL1A2
COL1A1	0	2.82409082707793	0.906	0.051	0	5	COL1A1
FBLN1	0	2.78560967343929	0.88	0.022	0	5	FBLN1
CCDC80	0	2.71275195422435	0.859	0.026	0	5	CCDC80
PTGDS	0	2.65495338766434	0.733	0.023	0	5	PTGDS
COL3A1	0	2.6038076945213	0.89	0.025	0	5	COL3A1
BGN	0	2.22193649945501	0.958	0.032	0	5	BGN
SFRP4	0	2.1711533650815	0.759	0.004	0	5	SFRP4
TAGLN	0	2.14391778132613	0.916	0.056	0	5	TAGLN
C1S	0	2.10693959301237	0.974	0.067	0	5	C1S
C1R	0	2.102307151251	0.963	0.08	0	5	C1R
RARRES2	0	2.06796420658114	0.953	0.025	0	5	RARRES2
COL6A3	0	2.04159960968785	0.822	0.016	0	5	COL6A3
C7	0	2.01475254022473	0.717	0.02	0	5	C7
ADH1B	0	2.00329776664312	0.764	0.008	0	5	ADH1B
MMP21	0	1.89808711416771	0.921	0.04	0	5	MMP2
MFAP4	0	1.88350101605327	0.911	0.008	0	5	MFAP4
SERPINF1	0	1.87753440966151	0.864	0.049	0	5	SERPINF1
AEBP1	0	1.83991091906714	0.901	0.026	0	5	AEBP1
ITGBL1	0	1.79943999528074	0.838	0.007	0	5	ITGBL1
NBL1	0	1.77049336770971	0.942	0.036	0	5	NBL1
COL6A2	0	1.75986618678448	0.932	0.054	0	5	COL6A2
LTBP2	0	1.73841460915614	0.817	0.009	0	5	LTBP2
COL14A1	0	1.605048169631	0.696	0.007	0	5	COL14A1
PRELP	0	1.59018029416487	0.885	0.008	0	5	PRELP
ELN	0	1.57133763098214	0.832	0.019	0	5	ELN
CTHRC1	0	1.5030999520496	0.613	0.018	0	5	CTHRC1
COL8A1	0	1.48907090727761	0.686	0.026	0	5	COL8A1
INMT	0	1.4308826030012	0.67	0.015	0	5	INMT
PLAC9	0	1.41101004751752	0.801	0.02	0	5	PLAC9
ASPN	0	1.39673642500624	0.639	0.011	0	5	ASPN
SCN7A	0	1.38672144804658	0.77	0.006	0	5	SCN7A
TPM2	0	1.34696876703118	0.864	0.028	0	5	TPM2
THY1	0	1.34681912651597	0.78	0.018	0	5	THY1
PCOLCE	0	1.33778808561105	0.848	0.017	0	5	PCOLCE
WISP2	0	1.32433024410126	0.518	0.003	0	5	WISP2
DKK3	0	1.30917612138073	0.785	0.019	0	5	DKK3
FSTL1	0	1.30562100399007	0.895	0.068	0	5	FSTL1
CDH11	0	1.30128321646687	0.738	0.01	0	5	CDH11
FBN1	0	1.212879007284	0.743	0.014	0	5	FBN1
IGF1	0	1.18941839004818	0.67	0.012	0	5	IGF1
LTBP1	0	1.18176043632542	0.749	0.007	0	5	LTBP1
NEXN	0	1.18021532922113	0.801	0.025	0	5	NEXN
PODN	0	1.16930862834839	0.812	0.004	0	5	PODN
MXRA8	0	1.12219392259039	0.827	0.014	0	5	MXRA8
DPT	0	1.11426794443722	0.675	0.001	0	5	DPT
COL5A2	0	1.10659078493686	0.66	0.01	0	5	COL5A2
SSPN	0	1.0747026982433	0.754	0.027	0	5	SSPN
MYLK	0	1.05618485829467	0.717	0.033	0	5	MYLK
TCF21	0	1.03994073157911	0.628	0.009	0	5	TCF21
MOXD1	0	1.02067816983776	0.66	0.002	0	5	MOXD1
FIBIN	0	1.0151821117546	0.675	0.003	0	5	FIBIN
ISLR	0	0.991765546941749	0.675	0.004	0	5	ISLR
OGN	0	0.980068509760375	0.487	0.002	0	5	OGN
EMILIN1	0	0.978930697808882	0.733	0.013	0	5	EMILIN1
COL10A1	0	0.946425322638514	0.393	0.002	0	5	COL10A1
NR2F1	0	0.93460910501194	0.665	0.009	0	5	NR2F1
CAMK2N1	0	0.933563439016198	0.592	0.013	0	5	CAMK2N1
ABI3BP	0	0.929764317929947	0.717	0.012	0	5	ABI3BP
PDGFRA	0	0.908714290257825	0.681	0.002	0	5	PDGFRA
THBS2	0	0.907939796866845	0.586	0.003	0	5	THBS2
LAMA2	0	0.907763982202097	0.675	0.005	0	5	LAMA2
FRZB	0	0.898852580265488	0.576	0.012	0	5	FRZB
CRISPLD2	0	0.888584913326078	0.675	0.019	0	5	CRISPLD2
OLFML3	0	0.880842457308673	0.738	0.008	0	5	OLFML3
CHRDL1	0	0.875851482315345	0.602	0.003	0	5	CHRDL1
FXYD1	0	0.859705677228203	0.691	0.025	0	5	FXYD1
SPON1	0	0.841851955787492	0.696	0.006	0	5	SPON1
COL5A1	0	0.832123256423207	0.565	0.012	0	5	COL5A1
MMP23B	0	0.808159336931617	0.628	0.006	0	5	MMP23B
PRRX1	0	0.796130543456342	0.586	0.012	0	5	PRRX1
EFEMP2	0	0.795377704930122	0.702	0.03	0	5	EFEMP2
TMEM119	0	0.778485708021985	0.618	0.002	0	5	TMEM119
LOXL1	0	0.764829603106257	0.639	0.009	0	5	LOXL1
ANGPT1	0	0.750346189210023	0.518	0.006	0	5	ANGPT1
MAMDC2	0	0.744235048851846	0.529	0.003	0	5	MAMDC2
SLIT2	0	0.710255736072414	0.539	0.004	0	5	SLIT2
PTGIS	0	0.704340841625606	0.508	0.009	0	5	PTGIS
SVEP1	0	0.700204331073825	0.471	0.003	0	5	SVEP1
ABCA8	0	0.666461510296526	0.503	0.002	0	5	ABCA8
HMCN1	0	0.652466634919212	0.534	0.007	0	5	HMCN1
OMD	0	0.650388043377367	0.466	0.002	0	5	OMD
ABCA6	0	0.63706634066916	0.55	0.008	0	5	ABCA6
ECM2	0	0.585334721713626	0.539	0.005	0	5	ECM2
LOX	0	0.580457289377225	0.55	0.01	0	5	LOX
BICC1	0	0.579433485858056	0.513	0.01	0	5	BICC1
CLMP	0	0.556024083629411	0.492	0.003	0	5	CLMP
MEOX2	0	0.5375907545328	0.455	0.006	0	5	MEOX2
SSC5D	0	0.484159873788229	0.429	0.003	0	5	SSC5D
GLT8D2	0	0.476562884488388	0.503	0.006	0	5	GLT8D2
HSD11B1	0	0.458357798341573	0.414	0.003	0	5	HSD11B1
SGCD	0	0.406432490610997	0.382	0.001	0	5	SGCD
CALD11	5.88331584642521e-307	1.80509648356966	0.969	0.087	1.13442096150771e-302	5	CALD1
SLIT3	2.35289420948057e-306	0.57336372880618	0.482	0.008	4.53685061472043e-302	5	SLIT3
PDGFRB	8.51741985669418e-306	0.597854586224231	0.539	0.012	1.64232889676777e-301	5	PDGFRB
COL6A1	2.43628436751595e-303	1.43402176551801	0.885	0.07	4.69764351744425e-299	5	COL6A1
FAP	7.1605572272359e-302	0.543651379144491	0.45	0.006	1.38069864455563e-297	5	FAP
C1QTNF7	1.09601109216112e-301	0.40565679567876	0.377	0.001	2.11332858790508e-297	5	C1QTNF7
OLFML1	2.52343297902963e-301	0.364767827326145	0.408	0.003	4.86568347016493e-297	5	OLFML1
RCN3	1.57881185741288e-298	0.564578899250447	0.513	0.011	3.04426502346352e-294	5	RCN3
MEG3	9.34534198367712e-298	0.552305669251167	0.466	0.007	1.80196884129262e-293	5	MEG3
FMO2	2.93160764544589e-297	1.09713150883704	0.592	0.02	5.65272586194876e-293	5	FMO2
HTRA3	5.07161853612865e-296	0.682733857608416	0.414	0.004	9.77909486136327e-292	5	HTRA3
RERG	1.35846867353624e-295	0.515374742112983	0.497	0.01	2.61939929631258e-291	5	RERG
NEGR1	3.80540792904281e-293	0.380964183088388	0.372	0.002	7.33758756878034e-289	5	NEGR1
FHL2	1.85481306915354e-292	0.748998743905645	0.66	0.029	3.57645055994185e-288	5	FHL2
MFAP2	3.54359415884012e-292	0.588859302957502	0.482	0.009	6.83275825707551e-288	5	MFAP2
FBLN5	2.17830070061568e-291	1.19760696883874	0.749	0.045	4.20019941092715e-287	5	FBLN5
AKAP12	2.36397346837887e-291	0.882942617317028	0.607	0.022	4.55821364172814e-287	5	AKAP12
FBLN21	8.17714886863622e-291	0.95210405099299	0.602	0.022	1.57671784485044e-286	5	FBLN2
ACTA2	8.48643482171496e-291	1.72295823176608	0.749	0.043	1.63635436232308e-286	5	ACTA2
SFRP2	1.37230823489106e-290	1.90985685613435	0.414	0.004	2.64608473851695e-286	5	SFRP2
GEM	1.47547549777852e-290	0.969960398813769	0.623	0.025	2.84501185481654e-286	5	GEM
PPP1R14A	3.26007486439023e-288	1.0201538318025	0.592	0.02	6.28607635351724e-284	5	PPP1R14A
HSPB6	1.86198610429245e-287	0.481840583997138	0.408	0.004	3.59028160629671e-283	5	HSPB6
CRYAB	5.3254072043779e-282	0.577133753146525	0.476	0.01	1.02684501714815e-277	5	CRYAB
DDR2	4.79992160640886e-281	0.529902351719192	0.503	0.012	9.25520884147757e-277	5	DDR2
CFH	1.91401731753143e-279	1.57547879442633	0.895	0.083	3.6906081916641e-275	5	CFH
PDLIM3	5.56170209963697e-279	0.921069369706719	0.665	0.033	1.072407398852e-274	5	PDLIM3
SCARA5	1.08944880765917e-278	0.665585497285501	0.34	0.001	2.1006751909284e-274	5	SCARA5
PALLD	9.16275066254887e-273	1.1890780293073	0.817	0.065	1.76676158275267e-268	5	PALLD
SERPINE2	2.18154179222715e-272	0.626815683445876	0.429	0.007	4.20644888377239e-268	5	SERPINE2
MYH10	4.28257430236601e-271	0.945396784511404	0.707	0.042	8.25765976982214e-267	5	MYH10
FMO3	5.45207485210179e-271	0.673088298121501	0.414	0.006	1.05126907298227e-266	5	FMO3
CCDC102B	1.86217580047376e-270	0.691949736061984	0.524	0.016	3.5906473784735e-266	5	CCDC102B
NKD2	6.29969800774113e-266	0.389813859252232	0.366	0.003	1.21470776985264e-261	5	NKD2
FHL1	1.63031300945821e-265	1.21276780748931	0.764	0.055	3.14356954483733e-261	5	FHL1
CXCL12	2.31015419989797e-265	0.683545904647405	0.545	0.019	4.45443932824327e-261	5	CXCL12
ITGA8	1.49701532070926e-263	0.524072673643493	0.408	0.006	2.88654494139159e-259	5	ITGA8
FKBP10	5.1670865713282e-263	0.569729340885274	0.576	0.023	9.96317632683504e-259	5	FKBP10
EPHA3	1.15577000252717e-261	0.42292838218742	0.335	0.002	2.22855571887289e-257	5	EPHA3
FEZ1	8.76686982769365e-261	0.417515300275441	0.408	0.006	1.69042784017589e-256	5	FEZ1
PDZRN3	1.12581319645213e-258	0.328121301613903	0.346	0.002	2.17079300539899e-254	5	PDZRN3
VGLL3	1.24723181776198e-257	0.508866290569052	0.408	0.007	2.40491239100865e-253	5	VGLL3
SULF1	1.35287397333919e-255	0.712985695870372	0.471	0.013	2.60861159539262e-251	5	SULF1
CTSK	7.90644408905695e-255	0.945433899615447	0.707	0.046	1.52452054925196e-250	5	CTSK
ITIH5	2.12333424523252e-253	0.634804639508608	0.513	0.017	4.09421309165735e-249	5	ITIH5
LSAMP	3.69265427229386e-251	0.541672222733045	0.487	0.015	7.12017596783701e-247	5	LSAMP
FMOD	2.53872546037444e-245	0.519982624249848	0.497	0.017	4.895170432694e-241	5	FMOD
LAMB11	7.33940452369623e-244	0.788258761247656	0.634	0.035	1.41518398025911e-239	5	LAMB1
VCAN1	3.8594981195574e-241	1.46281459992886	0.743	0.059	7.44188427413057e-237	5	VCAN
LTBP4	1.27191710908436e-239	1.04274264951603	0.738	0.06	2.45251056973647e-235	5	LTBP4
GPC3	2.78620300438043e-238	0.980533614029631	0.513	0.02	5.37235663304634e-234	5	GPC3
GAS1	4.75477604377391e-235	0.514003728018	0.346	0.004	9.16815916760486e-231	5	GAS1
F10	2.48157757159907e-231	0.370956615692969	0.33	0.003	4.78497787355733e-227	5	F10
FSTL3	4.73937537353089e-231	0.519002691292226	0.534	0.023	9.13846359524226e-227	5	FSTL3
SOD3	1.68296146327586e-228	1.26304795162481	0.791	0.075	3.24508629348852e-224	5	SOD3
PDE5A	2.25784218646358e-226	0.453645913027432	0.435	0.013	4.35357130393907e-222	5	PDE5A
GXYLT2	2.95013459274907e-226	0.435007907842021	0.356	0.006	5.68844952173875e-222	5	GXYLT2
CLEC11A	1.53367884693042e-225	0.720073712844505	0.618	0.039	2.95723955265124e-221	5	CLEC11A
ROBO2	1.03855689823563e-224	0.433149936258958	0.283	0.001	2.00254541117794e-220	5	ROBO2
EDIL3	2.60426209787595e-222	0.478262304474551	0.419	0.012	5.02153817712441e-218	5	EDIL3
SNAI2	8.177727487902e-222	0.399986677394719	0.351	0.006	1.57682941421726e-217	5	SNAI2
COMP	1.52119174922609e-221	1.28724734756712	0.325	0.004	2.93316193085775e-217	5	COMP
SGCA	4.9174989919105e-219	0.369668785508541	0.319	0.004	9.48192155620182e-215	5	SGCA
BOC	5.05201171901766e-219	0.332519984278285	0.351	0.006	9.74128899660985e-215	5	BOC
A2M1	1.1276635800655e-217	2.81915747156356	0.927	0.132	2.1743609150823e-213	5	A2M
ANTXR1	1.82785591211412e-217	0.679897140050832	0.586	0.035	3.52447176973844e-213	5	ANTXR1
FAT4	6.76252092587582e-216	0.369926218899073	0.33	0.005	1.30394928492738e-211	5	FAT4
SPARC1	1.16112685277778e-215	1.83759567382874	0.99	0.143	2.23888479752611e-211	5	SPARC
FAM180A	1.35130518719983e-215	0.269187489815617	0.251	0	2.60558666195871e-211	5	FAM180A
SPARCL11	7.60936118686833e-215	1.70830080706169	0.906	0.104	1.46723702405195e-210	5	SPARCL1
PCDH7	1.94687656897775e-213	0.360106599668904	0.319	0.004	3.75396740030289e-209	5	PCDH7
LMCD11	3.2876659690719e-213	0.748957907114412	0.665	0.049	6.33927752156445e-209	5	LMCD1
ADAMTS8	2.60087838979783e-211	0.37790342483372	0.267	0.001	5.01501371120818e-207	5	ADAMTS8
LRRC17	3.31898944872594e-211	0.471375552012896	0.34	0.006	6.39967545503336e-207	5	LRRC17
GSTM5	5.51865408542415e-211	0.276379362362799	0.262	0.001	1.06410688075148e-206	5	GSTM5
MXRA5	1.85775861545847e-210	0.557615621598302	0.33	0.005	3.58213016232702e-206	5	MXRA5
PMP22	7.59766980088207e-210	1.35647005577773	0.942	0.145	1.46498269100608e-205	5	PMP22
PLSCR4	1.14154622204827e-209	0.580504178720187	0.571	0.034	2.20112942535347e-205	5	PLSCR4
SYNPO2	1.76326035056717e-209	0.40881291620268	0.356	0.007	3.39991860796361e-205	5	SYNPO2
HGF	1.66092941498253e-208	0.462923715300894	0.403	0.012	3.20260409796931e-204	5	HGF
ANGPTL1	2.85691451071264e-208	0.30093705864826	0.298	0.003	5.50870255955612e-204	5	ANGPTL1
STEAP1	8.15549904396587e-207	0.461077434322393	0.455	0.018	1.5725433256575e-202	5	STEAP1
FGF7	2.39344888107803e-205	0.626065141858507	0.487	0.023	4.61504813249466e-201	5	FGF7
DPYSL3	1.09706491235543e-204	0.623593426894489	0.565	0.035	2.11536056400374e-200	5	DPYSL3
STEAP2	1.65496539345413e-204	0.55044303826954	0.476	0.021	3.19110427165826e-200	5	STEAP2
CAB39L	1.35060232218654e-203	0.411364588931912	0.403	0.013	2.60423139764008e-199	5	CAB39L
AL078639.1	9.63107623702022e-203	0.27586216555789	0.262	0.001	1.85706412002224e-198	5	AL078639.1
PRKG1	1.44026881019814e-202	0.444256502148246	0.429	0.016	2.77712631982406e-198	5	PRKG1
AOC3	1.20961124411141e-201	0.597296661254075	0.513	0.027	2.33237240089561e-197	5	AOC3
PLTP	3.82381910711586e-199	0.764660631859128	0.681	0.057	7.37308800234081e-195	5	PLTP
UACA1	1.21724649490763e-198	0.832884692739089	0.67	0.056	2.34709469148088e-194	5	UACA
