marker	cell_name	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	pct.diff
FOXP1	Naive CD8+ T cell	1.56644768271617e-119	0.707818663132517	0.71	0.235	3.02042442181332e-115	3	0.475
FOXP1	Dark zone cell	1.56644768271617e-119	0.707818663132517	0.71	0.235	3.02042442181332e-115	3	0.475
FOXP1	Naive CD8+ T cell	1.56644768271617e-119	0.707818663132517	0.71	0.235	3.02042442181332e-115	3	0.475
FOXP1	Ionocyte cell	1.56644768271617e-119	0.707818663132517	0.71	0.235	3.02042442181332e-115	3	0.475
FPR1	Myeloid cell	0	0.757201791982421	0.674	0.011	0	2	0.663
FPR1	Neutrophil	0	0.757201791982421	0.674	0.011	0	2	0.663
FPR1	Neutrophil	0	0.757201791982421	0.674	0.011	0	2	0.663
FPR1	Monocyte	0	0.757201791982421	0.674	0.011	0	2	0.663
FPR1	Paneth cell	0	0.757201791982421	0.674	0.011	0	2	0.663
FPR1	CD1C+_B dendritic cell	0	0.757201791982421	0.674	0.011	0	2	0.663
FPR1	CD1C-CD141- dendritic cell	0	0.757201791982421	0.674	0.011	0	2	0.663
FSTL1	Idiopathic pulmonary fibrosis myofibroblast	0	1.30562100399007	0.895	0.068	0	5	0.827
FXYD3	Umbrella cell	3.82585284841974e-53	1.06061639436255	0.757	0.156	7.37700946232295e-49	8	0.601
FYN	Natural killer T (NKT) cell	4.6276045373642e-211	0.679090216767353	0.532	0.094	8.92294706894565e-207	1	0.438
GALC	Natural killer T (NKT) cell	6.36606559276611e-201	0.580563564161738	0.526	0.059	1.22750476759716e-196	3	0.467
GATA2	Endothelial cell	0	1.59311236471577	0.852	0.024	0	3	0.828
GATA2	Neural stem cell	0	1.59311236471577	0.852	0.024	0	3	0.828
GATA2	Plasmacytoid dendritic cell(pDC)	0	1.59311236471577	0.852	0.024	0	3	0.828
GATA2	Monocyte	0	1.59311236471577	0.852	0.024	0	3	0.828
GATA2	Mitotic arrest phase fetal germ cell	0	1.59311236471577	0.852	0.024	0	3	0.828
GATA2	Hematopoietic stem cell	0	1.59311236471577	0.852	0.024	0	3	0.828
GATA2	Mast cell	0	1.59311236471577	0.852	0.024	0	3	0.828
GATA2	Hematopoietic cell	0	1.59311236471577	0.852	0.024	0	3	0.828
GATA2	Gonadotroph cell	0	1.59311236471577	0.852	0.024	0	3	0.828
GATA2	Plasmacytoid dendritic cell(pDC)	0	1.59311236471577	0.852	0.024	0	3	0.828
GATA2	Basophil	0	1.59311236471577	0.852	0.024	0	3	0.828
GATA2	Progenitor cell	0	1.59311236471577	0.852	0.024	0	3	0.828
GATA2	Progenitor cell	0	1.59311236471577	0.852	0.024	0	3	0.828
GIMAP7	T cell	2.52465045710054e-278	1.20811999985175	0.811	0.075	4.86803101138126e-274	4	0.736
GIMAP7	Natural killer T (NKT) cell	2.52465045710054e-278	1.20811999985175	0.811	0.075	4.86803101138126e-274	4	0.736
GIMAP7	CD1C-CD141- dendritic cell	2.52465045710054e-278	1.20811999985175	0.811	0.075	4.86803101138126e-274	4	0.736
GIMAP7	MKI67+ progenitor cell	2.52465045710054e-278	1.20811999985175	0.811	0.075	4.86803101138126e-274	4	0.736
GNG11	Gonadal endothelial cell	0	1.81857274285974	0.901	0.029	0	4	0.872
GNG11	Megakaryocyte	0	1.81857274285974	0.901	0.029	0	4	0.872
GNG11	MKI67+ progenitor cell	0	1.81857274285974	0.901	0.029	0	4	0.872
GNG11	Fibrocartilage chondrocyte	0	1.81857274285974	0.901	0.029	0	4	0.872
GNPTAB	Natural killer T (NKT) cell	3.39333259632855e-160	0.67470884294824	0.656	0.146	6.54302391224072e-156	3	0.51
GOLGB1	Natural killer T (NKT) cell	2.63441459162286e-19	0.580227778918677	0.73	0.256	5.07967821556721e-15	9	0.474
GPNMB	Macrophage	0	1.16520106574334	0.832	0.138	0	2	0.694
GPNMB	Fibrocartilage chondrocyte	0	1.16520106574334	0.832	0.138	0	2	0.694
GPR183	Homeostatic microglial cell	5.04738461212055e-17	0.443680299255652	0.399	0.158	9.73236700909085e-13	7	0.241
GPR183	B cell	5.04738461212055e-17	0.443680299255652	0.399	0.158	9.73236700909085e-13	7	0.241
GPR183	Plasmacytoid dendritic cell	5.04738461212055e-17	0.443680299255652	0.399	0.158	9.73236700909085e-13	7	0.241
GPR183	B cell	5.04738461212055e-17	0.443680299255652	0.399	0.158	9.73236700909085e-13	7	0.241
GPR183	Memory CD4+ T cell	5.04738461212055e-17	0.443680299255652	0.399	0.158	9.73236700909085e-13	7	0.241
GPR183	Memory CD8+ T cell	5.04738461212055e-17	0.443680299255652	0.399	0.158	9.73236700909085e-13	7	0.241
GPR183	Effector memory CD4+ T cell	5.04738461212055e-17	0.443680299255652	0.399	0.158	9.73236700909085e-13	7	0.241
GPR183	Naive CD8+ T cell	5.04738461212055e-17	0.443680299255652	0.399	0.158	9.73236700909085e-13	7	0.241
GPR65	Macrophage	8.10380075378216e-183	0.589921580971104	0.535	0.07	1.56257486134428e-178	3	0.465
GPR65	Macrophage	8.10380075378216e-183	0.589921580971104	0.535	0.07	1.56257486134428e-178	3	0.465
GPR65	Paneth cell	8.10380075378216e-183	0.589921580971104	0.535	0.07	1.56257486134428e-178	3	0.465
GPX3	Proximal tubule cell	5.88093000743023e-47	1.53971715020863	0.83	0.153	1.1339609240327e-42	11	0.677
GPX3	Granulosa cell	5.88093000743023e-47	1.53971715020863	0.83	0.153	1.1339609240327e-42	11	0.677
GPX3	Developing nephron	5.88093000743023e-47	1.53971715020863	0.83	0.153	1.1339609240327e-42	11	0.677
GPX3	Bowman¡¯s gland cell	5.88093000743023e-47	1.53971715020863	0.83	0.153	1.1339609240327e-42	11	0.677
GRINA	Monocyte	9.13132377688036e-305	0.705527639236173	0.791	0.114	1.76070185065807e-300	2	0.677
GSTA1	Enterocyte	3.45497554643851e-135	1.63324580914605	0.703	0.046	6.66188384864274e-131	8	0.657
GSTA1	Enterocyte progenitor cell	3.45497554643851e-135	1.63324580914605	0.703	0.046	6.66188384864274e-131	8	0.657
GSTA1	Granulocyte	3.45497554643851e-135	1.63324580914605	0.703	0.046	6.66188384864274e-131	8	0.657
GSTA1	Sertoli cell	3.45497554643851e-135	1.63324580914605	0.703	0.046	6.66188384864274e-131	8	0.657
GSTA1	Acinar cell	3.45497554643851e-135	1.63324580914605	0.703	0.046	6.66188384864274e-131	8	0.657
HDC	Mast cell	0	0.915695968978523	0.638	0.003	0	3	0.635
HDC	Mast cell	0	0.915695968978523	0.638	0.003	0	3	0.635
HDC	Mast cell	0	0.915695968978523	0.638	0.003	0	3	0.635
HERPUD1	Plasmacytoid dendritic cell	2.44955371524275e-31	1.44973879145416	0.889	0.427	4.72322947373108e-27	9	0.462
HERPUD1	Plasmacytoid dendritic cell	3.12665535529014e-08	0.516781717748214	0.719	0.43	0.000602881685607046	10	0.289
HNRNPUL1	Natural killer T (NKT) cell	2.52081839235815e-20	0.848974911052587	0.635	0.21	4.86064202414499e-16	9	0.425
HOPX	Effector T helper 1 cell	0	1.30294835556688	0.85	0.13	0	0	0.72
HOPX	Effector T helper 1 cell	1.41622023963765e-25	0.47774586270772	0.727	0.31	2.73075586606932e-21	6	0.417
HOPX	Glial neural progenitor cell	0	1.30294835556688	0.85	0.13	0	0	0.72
HOPX	Glial neural progenitor cell	1.41622023963765e-25	0.47774586270772	0.727	0.31	2.73075586606932e-21	6	0.417
HOPX	Radial glial cell	0	1.30294835556688	0.85	0.13	0	0	0.72
HOPX	Radial glial cell	1.41622023963765e-25	0.47774586270772	0.727	0.31	2.73075586606932e-21	6	0.417
HOPX	Stem cell	0	1.30294835556688	0.85	0.13	0	0	0.72
HOPX	Stem cell	1.41622023963765e-25	0.47774586270772	0.727	0.31	2.73075586606932e-21	6	0.417
HOPX	Myofibroblastic cancer©\associated fibroblast (myCAF)	0	1.30294835556688	0.85	0.13	0	0	0.72
HOPX	Myofibroblastic cancer©\associated fibroblast (myCAF)	1.41622023963765e-25	0.47774586270772	0.727	0.31	2.73075586606932e-21	6	0.417
HOPX	Memory T helper 1 cell	0	1.30294835556688	0.85	0.13	0	0	0.72
HOPX	Memory T helper 1 cell	1.41622023963765e-25	0.47774586270772	0.727	0.31	2.73075586606932e-21	6	0.417
HPGD	Gonadal endothelial cell	0	1.41896477013261	0.746	0.084	0	3	0.662
HPGD	Mast cell	0	1.41896477013261	0.746	0.084	0	3	0.662
HPGD	Lake et al.Science.In7	0	1.41896477013261	0.746	0.084	0	3	0.662
HPGD	Dendritic cell	0	1.41896477013261	0.746	0.084	0	3	0.662
HPGD	Mast cell	0	1.41896477013261	0.746	0.084	0	3	0.662
HPGDS	Mast cell	0	1.06462587805989	0.724	0.023	0	3	0.701
HPGDS	Paneth cell	0	1.06462587805989	0.724	0.023	0	3	0.701
HPGDS	Mast cell	0	1.06462587805989	0.724	0.023	0	3	0.701
HPGDS	Mast cell	0	1.06462587805989	0.724	0.023	0	3	0.701
HPGDS	T helper 2(Th2) cell	0	1.06462587805989	0.724	0.023	0	3	0.701
HS6ST1	Sertoli cell	3.21822581900303e-196	0.540073498504573	0.488	0.05	6.20538302420165e-192	3	0.438
HYAL2	Endothelial cell	0	1.90988266554153	0.93	0.055	0	4	0.875
HYAL2	MKI67+ progenitor cell	0	1.90988266554153	0.93	0.055	0	4	0.875
ID1	Fibrocartilage chondrocyte	2.62452147204068e-36	0.490913816956226	0.473	0.128	5.06060230238884e-32	6	0.345
ID1	Endothelial cell	2.62452147204068e-36	0.490913816956226	0.473	0.128	5.06060230238884e-32	6	0.345
ID1	Astrocyte	2.62452147204068e-36	0.490913816956226	0.473	0.128	5.06060230238884e-32	6	0.345
ID1	Neural stem cell	2.62452147204068e-36	0.490913816956226	0.473	0.128	5.06060230238884e-32	6	0.345
ID1	Gonadal endothelial cell	2.62452147204068e-36	0.490913816956226	0.473	0.128	5.06060230238884e-32	6	0.345
ID1	Astrocyte	2.62452147204068e-36	0.490913816956226	0.473	0.128	5.06060230238884e-32	6	0.345
ID1	Myoblast	2.62452147204068e-36	0.490913816956226	0.473	0.128	5.06060230238884e-32	6	0.345
ID1	Astrocyte	2.62452147204068e-36	0.490913816956226	0.473	0.128	5.06060230238884e-32	6	0.345
IFI27	Goblet cell	2.41255374675986e-204	1.58322544246638	0.959	0.197	4.65188613450237e-200	4	0.762
IFI27	Fibrocartilage chondrocyte	2.41255374675986e-204	1.58322544246638	0.959	0.197	4.65188613450237e-200	4	0.762
IFI27	Endothelial cell	2.41255374675986e-204	1.58322544246638	0.959	0.197	4.65188613450237e-200	4	0.762
IGFBP7	Astrocyte	1.02254311128172e-188	2.09712280392405	0.99	0.178	1.97166762717342e-184	5	0.812
IGFBP7	Astrocyte	3.17727843306744e-56	2.27935441558048	0.981	0.206	6.12642827464064e-52	11	0.775
IGFBP7	Astrocyte	3.97489640719708e-219	2.07042191210733	0.955	0.17	7.66439525235741e-215	4	0.785
IGFBP7	Endothelial cell	1.02254311128172e-188	2.09712280392405	0.99	0.178	1.97166762717342e-184	5	0.812
IGFBP7	Endothelial cell	3.17727843306744e-56	2.27935441558048	0.981	0.206	6.12642827464064e-52	11	0.775
IGFBP7	Endothelial cell	3.97489640719708e-219	2.07042191210733	0.955	0.17	7.66439525235741e-215	4	0.785
IGFBP7	Mesenchymal cell	1.02254311128172e-188	2.09712280392405	0.99	0.178	1.97166762717342e-184	5	0.812
IGFBP7	Mesenchymal cell	3.17727843306744e-56	2.27935441558048	0.981	0.206	6.12642827464064e-52	11	0.775
IGFBP7	Mesenchymal cell	3.97489640719708e-219	2.07042191210733	0.955	0.17	7.66439525235741e-215	4	0.785
IGFBP7	Cancer-associated fibroblast	1.02254311128172e-188	2.09712280392405	0.99	0.178	1.97166762717342e-184	5	0.812
IGFBP7	Cancer-associated fibroblast	3.17727843306744e-56	2.27935441558048	0.981	0.206	6.12642827464064e-52	11	0.775
IGFBP7	Cancer-associated fibroblast	3.97489640719708e-219	2.07042191210733	0.955	0.17	7.66439525235741e-215	4	0.785
IGHA1	Memory B cell	4.12246182768117e-20	3.09233777117342	1	0.687	7.94893089613483e-16	10	0.313
IGHA1	Memory B cell	4.12246182768117e-20	3.09233777117342	1	0.687	7.94893089613483e-16	10	0.313
IGHA1	B cell	4.12246182768117e-20	3.09233777117342	1	0.687	7.94893089613483e-16	10	0.313
IGHA1	Plasma cell	4.12246182768117e-20	3.09233777117342	1	0.687	7.94893089613483e-16	10	0.313
IGHA1	Mast cell	4.12246182768117e-20	3.09233777117342	1	0.687	7.94893089613483e-16	10	0.313
IGHA1	B cell	4.12246182768117e-20	3.09233777117342	1	0.687	7.94893089613483e-16	10	0.313
IGHA1	B cell	4.12246182768117e-20	3.09233777117342	1	0.687	7.94893089613483e-16	10	0.313
IGHA2	Plasma cell	7.35023754259629e-17	1.61095812196769	0.281	0.047	1.41727280296342e-12	10	0.234
IGHA2	B cell	7.35023754259629e-17	1.61095812196769	0.281	0.047	1.41727280296342e-12	10	0.234
IGHA2	B cell	7.35023754259629e-17	1.61095812196769	0.281	0.047	1.41727280296342e-12	10	0.234
IGHA2	B cell	7.35023754259629e-17	1.61095812196769	0.281	0.047	1.41727280296342e-12	10	0.234
IGHA2	Plasma cell	7.35023754259629e-17	1.61095812196769	0.281	0.047	1.41727280296342e-12	10	0.234
IGHG1	Memory B cell	2.5604855690162e-11	3.38896692217165	0.298	0.076	4.93712827417703e-07	10	0.222
IGHG1	B cell	2.5604855690162e-11	3.38896692217165	0.298	0.076	4.93712827417703e-07	10	0.222
IGHG1	B cell	2.5604855690162e-11	3.38896692217165	0.298	0.076	4.93712827417703e-07	10	0.222
IGHG1	Plasma cell	2.5604855690162e-11	3.38896692217165	0.298	0.076	4.93712827417703e-07	10	0.222
IGHG1	Plasma cell	2.5604855690162e-11	3.38896692217165	0.298	0.076	4.93712827417703e-07	10	0.222
IGHG1	Memory B cell	2.5604855690162e-11	3.38896692217165	0.298	0.076	4.93712827417703e-07	10	0.222
IGHG1	B cell	2.5604855690162e-11	3.38896692217165	0.298	0.076	4.93712827417703e-07	10	0.222
IGHG1	B cell	2.5604855690162e-11	3.38896692217165	0.298	0.076	4.93712827417703e-07	10	0.222
IGHG1	Plasma cell	2.5604855690162e-11	3.38896692217165	0.298	0.076	4.93712827417703e-07	10	0.222
IGHG1	Memory B cell	2.5604855690162e-11	3.38896692217165	0.298	0.076	4.93712827417703e-07	10	0.222
IGHG1	Plasma cell	2.5604855690162e-11	3.38896692217165	0.298	0.076	4.93712827417703e-07	10	0.222
IGHG1	Plasma cell	2.5604855690162e-11	3.38896692217165	0.298	0.076	4.93712827417703e-07	10	0.222
IGHG1	Plasma cell	2.5604855690162e-11	3.38896692217165	0.298	0.076	4.93712827417703e-07	10	0.222
IGHG2	Plasma cell	4.19299007965462e-12	3.24867735355823	0.333	0.087	8.08492347159004e-08	10	0.246
IGHG2	B cell	4.19299007965462e-12	3.24867735355823	0.333	0.087	8.08492347159004e-08	10	0.246
IGHG2	B cell	4.19299007965462e-12	3.24867735355823	0.333	0.087	8.08492347159004e-08	10	0.246
IGHG2	B cell	4.19299007965462e-12	3.24867735355823	0.333	0.087	8.08492347159004e-08	10	0.246
IGHG2	B cell	4.19299007965462e-12	3.24867735355823	0.333	0.087	8.08492347159004e-08	10	0.246
IGHG2	B cell	4.19299007965462e-12	3.24867735355823	0.333	0.087	8.08492347159004e-08	10	0.246
IGHG2	B cell	4.19299007965462e-12	3.24867735355823	0.333	0.087	8.08492347159004e-08	10	0.246
IGHG2	Plasma cell	4.19299007965462e-12	3.24867735355823	0.333	0.087	8.08492347159004e-08	10	0.246
IGHG3	Plasma cell	2.24737189381469e-10	3.06384445481837	0.368	0.119	4.33338248565348e-06	10	0.249
IGHG3	B cell	2.24737189381469e-10	3.06384445481837	0.368	0.119	4.33338248565348e-06	10	0.249
IGHG3	Plasma cell	2.24737189381469e-10	3.06384445481837	0.368	0.119	4.33338248565348e-06	10	0.249
IGHG3	B cell	2.24737189381469e-10	3.06384445481837	0.368	0.119	4.33338248565348e-06	10	0.249
IGHG3	B cell	2.24737189381469e-10	3.06384445481837	0.368	0.119	4.33338248565348e-06	10	0.249
IGHG4	B cell	6.87998763207913e-09	1.90676957734194	0.263	0.073	0.00013265992152175	10	0.19
IGHG4	B cell	6.87998763207913e-09	1.90676957734194	0.263	0.073	0.00013265992152175	10	0.19
IGHM	Naive B cell	3.35800563290112e-21	3.24558067490392	0.947	0.691	6.47490646135994e-17	10	0.256
IGHM	Naive B cell	3.61171296009333e-37	0.260561120292035	0.98	0.683	6.96410492965195e-33	7	0.297
IGHM	B cell	3.35800563290112e-21	3.24558067490392	0.947	0.691	6.47490646135994e-17	10	0.256
IGHM	B cell	3.61171296009333e-37	0.260561120292035	0.98	0.683	6.96410492965195e-33	7	0.297
IGHM	Naive B cell	3.35800563290112e-21	3.24558067490392	0.947	0.691	6.47490646135994e-17	10	0.256
IGHM	Naive B cell	3.61171296009333e-37	0.260561120292035	0.98	0.683	6.96410492965195e-33	7	0.297
IGHM	B cell	3.35800563290112e-21	3.24558067490392	0.947	0.691	6.47490646135994e-17	10	0.256
IGHM	B cell	3.61171296009333e-37	0.260561120292035	0.98	0.683	6.96410492965195e-33	7	0.297
IGHM	Naive B cell	3.35800563290112e-21	3.24558067490392	0.947	0.691	6.47490646135994e-17	10	0.256
IGHM	Naive B cell	3.61171296009333e-37	0.260561120292035	0.98	0.683	6.96410492965195e-33	7	0.297
IGHM	B cell	3.35800563290112e-21	3.24558067490392	0.947	0.691	6.47490646135994e-17	10	0.256
IGHM	B cell	3.61171296009333e-37	0.260561120292035	0.98	0.683	6.96410492965195e-33	7	0.297
IGKC	B cell	9.3779542843836e-31	4.6387133508933	1	0.727	1.80825714511485e-26	10	0.273
IGKC	Plasma cell	9.3779542843836e-31	4.6387133508933	1	0.727	1.80825714511485e-26	10	0.273
IGKC	Plasma cell	9.3779542843836e-31	4.6387133508933	1	0.727	1.80825714511485e-26	10	0.273
IGKC	B cell	9.3779542843836e-31	4.6387133508933	1	0.727	1.80825714511485e-26	10	0.273
IGKC	Plasma cell	9.3779542843836e-31	4.6387133508933	1	0.727	1.80825714511485e-26	10	0.273
IGKC	B cell	9.3779542843836e-31	4.6387133508933	1	0.727	1.80825714511485e-26	10	0.273
IGKC	Mast cell	9.3779542843836e-31	4.6387133508933	1	0.727	1.80825714511485e-26	10	0.273
IGKC	Plasma cell	9.3779542843836e-31	4.6387133508933	1	0.727	1.80825714511485e-26	10	0.273
IGKC	Plasma cell	9.3779542843836e-31	4.6387133508933	1	0.727	1.80825714511485e-26	10	0.273
IGLC2	B-2 cell	2.52840635215081e-27	1.90708858016598	0.81	0.246	4.87527312821718e-23	9	0.564
IGLC2	B-2 cell	5.11186944966279e-07	4.4712681373492	0.491	0.251	0.00985670667283979	10	0.24
IGLC2	B cell	2.52840635215081e-27	1.90708858016598	0.81	0.246	4.87527312821718e-23	9	0.564
IGLC2	B cell	5.11186944966279e-07	4.4712681373492	0.491	0.251	0.00985670667283979	10	0.24
IGLC2	Plasma cell	2.52840635215081e-27	1.90708858016598	0.81	0.246	4.87527312821718e-23	9	0.564
IGLC2	Plasma cell	5.11186944966279e-07	4.4712681373492	0.491	0.251	0.00985670667283979	10	0.24
IGLC3	B cell	8.21885687443265e-28	2.58841178343754	0.81	0.251	1.5847599825281e-23	9	0.559
IGLC3	B cell	1.14040808840446e-14	4.11543704536566	0.649	0.254	2.19893487606147e-10	10	0.395
IGLC3	B cell	8.21885687443265e-28	2.58841178343754	0.81	0.251	1.5847599825281e-23	9	0.559
IGLC3	B cell	1.14040808840446e-14	4.11543704536566	0.649	0.254	2.19893487606147e-10	10	0.395
IGSF6	Neutrophil	0	0.890192522703095	0.672	0.016	0	2	0.656
IGSF6	Paneth cell	0	0.890192522703095	0.672	0.016	0	2	0.656
IKZF1	Natural killer T (NKT) cell	6.50852966434594e-254	0.901210608482426	0.613	0.114	1.25497468987918e-249	1	0.499
IKZF1	Natural killer T (NKT) cell	8.41545224080407e-10	0.269922552492765	0.438	0.226	1.62266750107184e-05	7	0.212
IKZF1	Paneth cell	6.50852966434594e-254	0.901210608482426	0.613	0.114	1.25497468987918e-249	1	0.499
IKZF1	Paneth cell	8.41545224080407e-10	0.269922552492765	0.438	0.226	1.62266750107184e-05	7	0.212
IKZF1	Microglial cell	6.50852966434594e-254	0.901210608482426	0.613	0.114	1.25497468987918e-249	1	0.499
IKZF1	Microglial cell	8.41545224080407e-10	0.269922552492765	0.438	0.226	1.62266750107184e-05	7	0.212
IKZF3	CD8+ T cell	6.82105917955976e-169	0.597738077970219	0.436	0.072	1.31523663100271e-164	1	0.364
IKZF3	B cell	6.82105917955976e-169	0.597738077970219	0.436	0.072	1.31523663100271e-164	1	0.364
IKZF3	Natural killer T (NKT) cell	6.82105917955976e-169	0.597738077970219	0.436	0.072	1.31523663100271e-164	1	0.364
IKZF3	B cell	6.82105917955976e-169	0.597738077970219	0.436	0.072	1.31523663100271e-164	1	0.364
IL1RL1	Natural killer T (NKT) cell	0	1.3308553304842	0.764	0.01	0	3	0.754
IL32	Sertoli cell	2.53653775476138e-116	0.630383398043497	0.471	0.14	4.89095209873089e-112	1	0.331
IL32	T helper cell	2.53653775476138e-116	0.630383398043497	0.471	0.14	4.89095209873089e-112	1	0.331
IL32	Monocyte	2.53653775476138e-116	0.630383398043497	0.471	0.14	4.89095209873089e-112	1	0.331
IL32	Lymphocyte	2.53653775476138e-116	0.630383398043497	0.471	0.14	4.89095209873089e-112	1	0.331
IL32	Acinar cell	2.53653775476138e-116	0.630383398043497	0.471	0.14	4.89095209873089e-112	1	0.331
IL32	Natural killer cell	2.53653775476138e-116	0.630383398043497	0.471	0.14	4.89095209873089e-112	1	0.331
IL32	Regulatory T (Treg) cell	2.53653775476138e-116	0.630383398043497	0.471	0.14	4.89095209873089e-112	1	0.331
IL32	Enterocyte progenitor cell	2.53653775476138e-116	0.630383398043497	0.471	0.14	4.89095209873089e-112	1	0.331
IL7R	Effector memory T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Naive CD8+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Lymphocyte	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	CD8+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	CD4+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Memory T(Tm) cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Regulatory T(Treg) cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Regulatory T(Treg) cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	B cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	CD4+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	CD4+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Memory CD4+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Memory Stem Cell(Tscm)	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Memory T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Natural killer cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Natural killer T (NKT) cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Natural killer T(NKT) cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Natural killer T (NKT) cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Lymphoid cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	CD4+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Effector memory T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	CD4+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Effector memory CD4+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	CD4+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Mural cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Activated CD4+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Helper innate lymphoid cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Circulating fetal cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	CD4+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	CD8+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Memory CD8+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
IL7R	Naive CD8+ T cell	0	1.51030021577523	0.644	0.091	0	1	0.553
INPP5D	Paneth cell	9.22214947540128e-14	0.308651325756813	0.281	0.1	1.77821486184688e-09	7	0.181
INPP5D	Natural killer T (NKT) cell	9.22214947540128e-14	0.308651325756813	0.281	0.1	1.77821486184688e-09	7	0.181
INPP5D	MKI67+ progenitor cell	9.22214947540128e-14	0.308651325756813	0.281	0.1	1.77821486184688e-09	7	0.181
IRF8	Plasmacytoid dendritic cell	1.70597896823602e-33	0.454599124789712	0.379	0.092	3.28946864655269e-29	7	0.287
IRF8	Plasmacytoid dendritic cell(pDC)	1.70597896823602e-33	0.454599124789712	0.379	0.092	3.28946864655269e-29	7	0.287
IRF8	Paneth cell	1.70597896823602e-33	0.454599124789712	0.379	0.092	3.28946864655269e-29	7	0.287
IRF8	Germinal center B cell	1.70597896823602e-33	0.454599124789712	0.379	0.092	3.28946864655269e-29	7	0.287
IRF8	Plasmacytoid dendritic cell	1.70597896823602e-33	0.454599124789712	0.379	0.092	3.28946864655269e-29	7	0.287
IRF8	Microglial cell	1.70597896823602e-33	0.454599124789712	0.379	0.092	3.28946864655269e-29	7	0.287
IRF8	Natural killer T (NKT) cell	1.70597896823602e-33	0.454599124789712	0.379	0.092	3.28946864655269e-29	7	0.287
IRF8	Plasmacytoid dendritic cell	1.70597896823602e-33	0.454599124789712	0.379	0.092	3.28946864655269e-29	7	0.287
IRF8	Dendritic cell	1.70597896823602e-33	0.454599124789712	0.379	0.092	3.28946864655269e-29	7	0.287
IRF8	B cell	1.70597896823602e-33	0.454599124789712	0.379	0.092	3.28946864655269e-29	7	0.287
IRF8	Dendritic cell	1.70597896823602e-33	0.454599124789712	0.379	0.092	3.28946864655269e-29	7	0.287
ISG20	Regulatory T (Treg) cell	2.17470342777009e-09	0.282677587202969	0.275	0.122	4.1932631494263e-05	7	0.153
ISG20	B cell	2.17470342777009e-09	0.282677587202969	0.275	0.122	4.1932631494263e-05	7	0.153
ITGA1	Tissue resident memory T(TRM) cell	5.897341288712e-65	1.22652330427312	0.736	0.085	1.13712534728945e-60	11	0.651
ITGA1	Astrocyte	5.897341288712e-65	1.22652330427312	0.736	0.085	1.13712534728945e-60	11	0.651
ITGA1	Effector memory CD8+ T cell	5.897341288712e-65	1.22652330427312	0.736	0.085	1.13712534728945e-60	11	0.651
ITGA1	Mesenchymal cell	5.897341288712e-65	1.22652330427312	0.736	0.085	1.13712534728945e-60	11	0.651
ITGB2	Microglial cell	0	1.06458750944	0.866	0.166	0	2	0.7
ITGB2	Naive progenitor cell	0	1.06458750944	0.866	0.166	0	2	0.7
