dynamicColors	mergedColors
BAZ1B	turquoise	pink
BAZ2A	turquoise	pink
BAZ2B	brown	brown
BBC3	brown	brown
BBIP1	grey	grey
BBOX1	grey	grey
BBS10	pink	pink
BBS12	grey	grey
BBS2	turquoise	pink
BBS4	turquoise	pink
BBS7	turquoise	pink
BBS9	turquoise	pink
BBX	pink	pink
BCAM	grey	grey
BCAN	grey	grey
BCAR1	turquoise	pink
BCAR3	grey	grey
BCAS1	grey	grey
BCAS2	pink	pink
BCAS3	turquoise	pink
BCAS4	grey	grey
BCAT1	grey	grey
BCAT2	brown	brown
BCCIP	blue	blue
BCDIN3D	grey	grey
BCHE	red	red
BCKDHB	turquoise	pink
BCKDK	turquoise	pink
BCL10	grey	grey
BCL11A	grey	grey
BCL11B	magenta	magenta
BCL2	grey	grey
BCL2A1	yellow	magenta
BCL2L1	grey	grey
BCL2L10	grey	grey
BCL2L11	turquoise	pink
BCL2L13	turquoise	pink
BCL2L14	grey	grey
BCL2L15	grey	grey
BCL2L2	turquoise	pink
BCL3	grey	grey
BCL6	turquoise	pink
BCL6B	red	red
BCL7A	turquoise	pink
BCL7B	grey	grey
BCL9	turquoise	pink
BCL9L	turquoise	pink
BCLAF1	turquoise	pink
BCO1	grey	grey
BCO2	black	black
BCOR	turquoise	pink
BCORL1	turquoise	pink
BCS1L	brown	brown
BDH1	grey	grey
BDH2	grey	grey
BDKRB1	grey	grey
BDKRB2	grey	grey
BDNF	grey	grey
BDP1	turquoise	pink
BEAN1	grey	grey
BEGAIN	grey	grey
BEND4	grey	grey
BEND5	grey	grey
BEND6	green	green
BEND7	grey	grey
BEST1	yellow	magenta
BEST2	grey	grey
BEST3	grey	grey
BEST4	black	black
BET1	grey	grey
BET1L	turquoise	pink
BEX1	grey	grey
BEX2	grey	grey
BEX4	grey	grey
BEX5	grey	grey
BFAR	turquoise	pink
BFSP1	grey	grey
BFSP2	magenta	magenta
BGN	green	green
BHLHE22	green	green
BHLHE40	grey	grey
BHLHE41	green	green
BHMT	grey	grey
BHMT2	grey	grey
BICC1	green	green
BICD1	pink	pink
BICD2	turquoise	pink
BID	grey	grey
BIK	grey	grey
BIN1	grey	grey
BIN3	grey	grey
BIRC2	pink	pink
BIRC3	magenta	magenta
BIRC5	blue	blue
BIRC6	turquoise	pink
BIRC7	grey	grey
BIVM	grey	grey
BLCAP	turquoise	pink
BLK	magenta	magenta
BLMH	grey	grey
BLNK	grey	grey
BLOC1S2	grey	grey
BLOC1S3	turquoise	pink
BLOC1S4	grey	grey
BLOC1S6	pink	pink
BLVRA	grey	grey
BLVRB	grey	grey
BLZF1	turquoise	pink
BMF	turquoise	pink
BMI1	grey	grey
BMP1	green	green
BMP2	grey	grey
BMP2K	yellow	magenta
BMP3	grey	grey
BMP4	grey	grey
BMP5	grey	grey
BMP6	grey	grey
BMP7	grey	grey
BMP8A	green	green
BMP8B	turquoise	pink
BMPER	grey	grey
BMPR1A	turquoise	pink
BMPR1B	grey	grey
BMPR2	turquoise	pink
BMS1	turquoise	pink
BMX	grey	grey
BNC1	grey	grey
BNC2	green	green
BNIP1	grey	grey
BNIP2	turquoise	pink
BNIP3L	turquoise	pink
BNIPL	grey	grey
BOC	green	green
BOD1	pink	pink
BOD1L1	turquoise	pink
BOK	grey	grey
BOLA1	turquoise	pink
BOLL	grey	grey
BOP1	blue	blue
BPGM	grey	grey
BPI	grey	grey
BPIFA1	grey	grey
BPIFA2	grey	grey
BPIFB1	black	black
BPIFB2	grey	grey
BPIFB4	grey	grey
BPNT1	turquoise	pink
BPTF	turquoise	pink
BRAF	turquoise	pink
BRAP	turquoise	pink
BRAT1	brown	brown
BRCA1	blue	blue
BRCA2	blue	blue
BRCC3	turquoise	pink
BRD1	turquoise	pink
BRD2	turquoise	pink
BRD3	turquoise	pink
BRD4	turquoise	pink
BRD8	brown	brown
BRD9	turquoise	pink
BRDT	grey	grey
BRF1	brown	brown
BRI3	grey	grey
BRI3BP	blue	blue
BRINP1	grey	grey
BRINP2	grey	grey
BRINP3	grey	grey
BRIP1	blue	blue
BRIX1	blue	blue
BRK1	turquoise	pink
BRMS1	blue	blue
BRMS1L	grey	grey
BROX	turquoise	pink
BRPF1	turquoise	pink
BRPF3	turquoise	pink
BRSK2	grey	grey
BRWD1	turquoise	pink
BRWD3	turquoise	pink
BSDC1	turquoise	pink
BSG	grey	grey
BSN	grey	grey
BSND	grey	grey
BSPRY	grey	grey
BST1	yellow	magenta
BST2	grey	grey
BTAF1	brown	brown
BTBD1	turquoise	pink
BTBD10	pink	pink
BTBD11	grey	grey
BTBD16	grey	grey
BTBD19	brown	brown
BTBD2	turquoise	pink
BTBD3	turquoise	pink
BTBD7	turquoise	pink
BTBD9	turquoise	pink
BTC	grey	grey
BTD	red	red
BTF3	turquoise	pink
BTF3L4	blue	blue
BTG1	grey	grey
BTG2	blue	blue
BTG3	grey	grey
BTG4	black	black
BTK	yellow	magenta
BTLA	magenta	magenta
BTN1A1	grey	grey
BTN2A1	brown	brown
BTN2A2	yellow	magenta
BTN3A1	yellow	magenta
BTN3A2	yellow	magenta
BTN3A3	yellow	magenta
BTNL2	grey	grey
BTNL3	grey	grey
BTNL8	grey	grey
BTNL9	red	red
BTRC	turquoise	pink
BUB1	blue	blue
BUB3	blue	blue
BUD13	pink	pink
BVES	grey	grey
BYSL	blue	blue
BZW1	blue	blue
BZW2	blue	blue
C10orf55	grey	grey
C10orf67	black	black
C10orf71	grey	grey
C10orf82	grey	grey
C10orf88	blue	blue
C10orf90	grey	grey
C11orf1	grey	grey
C11orf16	black	black
C11orf21	magenta	magenta
C11orf24	grey	grey
C11orf42	brown	brown
C11orf45	grey	grey
C11orf49	grey	grey
C11orf53	grey	grey
C11orf54	grey	grey
C11orf58	blue	blue
C11orf65	grey	grey
C11orf68	turquoise	pink
C11orf71	grey	grey
C11orf86	grey	grey
C11orf87	grey	grey
C11orf94	grey	grey
C11orf95	turquoise	pink
C11orf96	grey	grey
C12orf10	grey	grey
C12orf29	blue	blue
C12orf4	blue	blue
C12orf42	grey	grey
C12orf43	blue	blue
C12orf45	blue	blue
C12orf49	turquoise	pink
C12orf50	grey	grey
C12orf54	grey	grey
C12orf56	grey	grey
C12orf60	grey	grey
C12orf65	blue	blue
C12orf66	grey	grey
C12orf73	blue	blue
C12orf75	grey	grey
C12orf76	brown	brown
C14orf119	blue	blue
C14orf180	grey	grey
C14orf28	turquoise	pink
C14orf39	grey	grey
C14orf93	turquoise	pink
C15orf39	turquoise	pink
C15orf40	turquoise	pink
C15orf41	blue	blue
C15orf61	grey	grey
C15orf62	brown	brown
C15orf65	grey	grey
C16orf54	yellow	magenta
C16orf70	turquoise	pink
C16orf72	turquoise	pink
C16orf74	grey	grey
C16orf86	brown	brown
C16orf87	blue	blue
C16orf89	blue	blue
C16orf91	brown	brown
C16orf95	grey	grey
C17orf100	grey	grey
C17orf50	black	black
C17orf58	blue	blue
C17orf64	grey	grey
C17orf67	grey	grey
C17orf75	blue	blue
C17orf78	grey	grey
C17orf80	turquoise	pink
C17orf99	grey	grey
C18orf21	grey	grey
C18orf25	turquoise	pink
C18orf54	blue	blue
C19orf12	grey	grey
C19orf18	brown	brown
C19orf25	grey	grey
C19orf47	turquoise	pink
C19orf48	blue	blue
C19orf53	grey	grey
C19orf54	turquoise	pink
C19orf57	blue	blue
C19orf73	grey	grey
C19orf81	grey	grey
C19orf84	grey	grey
C1D	blue	blue
C1GALT1	grey	grey
C1GALT1C1	grey	grey
C1QA	yellow	magenta
C1QB	yellow	magenta
C1QBP	blue	blue
C1QC	yellow	magenta
C1QL1	grey	grey
C1QTNF1	green	green
C1QTNF2	red	red
C1QTNF3	grey	grey
C1QTNF4	grey	grey
C1QTNF6	green	green
C1QTNF7	red	red
C1QTNF9	grey	grey
C1R	yellow	magenta
C1RL	turquoise	pink
C1S	yellow	magenta
C1orf105	grey	grey
C1orf109	blue	blue
C1orf115	grey	grey
C1orf116	blue	blue
C1orf122	grey	grey
C1orf127	grey	grey
C1orf131	turquoise	pink
C1orf158	black	black
C1orf159	brown	brown
C1orf162	yellow	magenta
C1orf174	grey	grey
C1orf194	black	black
C1orf198	turquoise	pink
C1orf21	grey	grey
C1orf210	blue	blue
C1orf216	grey	grey
C1orf226	turquoise	pink
C1orf35	brown	brown
C1orf43	blue	blue
C1orf52	blue	blue
C1orf53	grey	grey
C1orf54	yellow	magenta
C1orf56	turquoise	pink
C1orf61	grey	grey
C1orf74	blue	blue
C1orf87	black	black
C20orf194	turquoise	pink
C20orf202	red	red
C20orf27	blue	blue
C20orf85	black	black
C20orf96	black	black
C21orf58	brown	brown
C21orf62	grey	grey
C21orf91	grey	grey
C22orf15	black	black
C22orf31	grey	grey
C22orf39	turquoise	pink
C22orf46	turquoise	pink
C2CD2	turquoise	pink
C2CD2L	brown	brown
C2CD3	turquoise	pink
C2CD4A	grey	grey
C2CD4B	grey	grey
C2CD4C	grey	grey
C2CD5	turquoise	pink
C2orf15	grey	grey
C2orf16	turquoise	pink
C2orf42	turquoise	pink
C2orf49	blue	blue
C2orf50	black	black
C2orf68	grey	grey
C2orf69	blue	blue
C2orf72	grey	grey
C2orf73	black	black
C2orf76	grey	grey
C2orf88	grey	grey
C3	grey	grey
C3AR1	yellow	magenta
C3orf14	grey	grey
C3orf18	grey	grey
C3orf20	grey	grey
C3orf38	pink	pink
C3orf49	grey	grey
C3orf52	grey	grey
C3orf62	brown	brown
C3orf67	blue	blue
C3orf70	grey	grey
C3orf80	grey	grey
C4BPA	blue	blue
C4BPB	grey	grey
C4orf19	grey	grey
C4orf3	turquoise	pink
C4orf33	grey	grey
C4orf45	grey	grey
C4orf46	blue	blue
C4orf47	black	black
C4orf48	grey	grey
C5	grey	grey
C5AR1	yellow	magenta
C5AR2	grey	grey
C5orf15	turquoise	pink
C5orf22	pink	pink
C5orf24	turquoise	pink
C5orf30	grey	grey
C5orf46	grey	grey
C5orf47	grey	grey
C5orf49	black	black
C5orf51	turquoise	pink
C5orf58	grey	grey
C5orf63	brown	brown
C6	black	black
C6orf118	black	black
C6orf120	pink	pink
C6orf132	turquoise	pink
C6orf136	grey	grey
C6orf141	grey	grey
C6orf15	grey	grey
C6orf163	brown	brown
C6orf201	brown	brown
C6orf223	grey	grey
C6orf226	grey	grey
C6orf52	grey	grey
C6orf58	grey	grey
C6orf62	turquoise	pink
C6orf89	turquoise	pink
C7	red	red
C7orf26	turquoise	pink
C7orf31	grey	grey
C7orf50	brown	brown
C7orf57	black	black
C8A	grey	grey
C8B	grey	grey
C8G	grey	grey
C8orf33	blue	blue
C8orf34	blue	blue
C8orf37	grey	grey
C8orf48	grey	grey
C8orf58	grey	grey
C8orf82	brown	brown
C9	grey	grey
C9orf116	black	black
C9orf131	grey	grey
C9orf135	black	black
C9orf152	blue	blue
C9orf16	turquoise	pink
C9orf24	black	black
C9orf40	blue	blue
C9orf43	grey	grey
C9orf50	grey	grey
C9orf64	turquoise	pink
C9orf72	grey	grey
C9orf78	turquoise	pink
C9orf85	turquoise	pink
CA1	grey	grey
CA10	grey	grey
CA11	grey	grey
CA12	grey	grey
CA13	grey	grey
CA14	grey	grey
CA2	grey	grey
CA3	red	red
CA4	red	red
CA5B	red	red
CA6	grey	grey
CA7	grey	grey
CA8	grey	grey
CA9	grey	grey
CAAP1	grey	grey
CAB39	turquoise	pink
CAB39L	grey	grey
CABIN1	turquoise	pink
CABLES1	grey	grey
CABLES2	turquoise	pink
CABP1	grey	grey
CABP4	grey	grey
CABP7	grey	grey
CACFD1	brown	brown
CACHD1	red	red
CACNA1A	grey	grey
CACNA1B	grey	grey
CACNA1C	green	green
CACNA1D	grey	grey
CACNA1E	grey	grey
CACNA1F	brown	brown
CACNA1G	grey	grey
CACNA1H	grey	grey
CACNA1I	grey	grey
CACNA1S	grey	grey
CACNA2D1	green	green
CACNA2D2	blue	blue
CACNA2D3	grey	grey
CACNA2D4	yellow	magenta
CACNB1	brown	brown
CACNB2	grey	grey
CACNB3	grey	grey
CACNB4	grey	grey
CACNG1	grey	grey
CACNG4	grey	grey
CACNG5	grey	grey
CACNG6	black	black
CACNG8	grey	grey
CACTIN	brown	brown
CACUL1	turquoise	pink
CACYBP	blue	blue
CAD	turquoise	pink
CADM1	grey	grey
CADM2	grey	grey
CADM3	magenta	magenta
CADM4	grey	grey
CADPS	grey	grey
CADPS2	turquoise	pink
CALB1	grey	grey
CALB2	grey	grey
CALCA	grey	grey
CALCB	grey	grey
CALCOCO1	brown	brown
CALCOCO2	turquoise	pink
CALCR	grey	grey
CALCRL	red	red
CALD1	green	green
CALHM1	grey	grey
CALHM2	yellow	magenta
CALHM3	grey	grey
CALM1	turquoise	pink
CALM2	blue	blue
CALM3	grey	grey
CALML5	grey	grey
CALML6	brown	brown
CALN1	grey	grey
CALR	grey	grey
CALU	blue	blue
CALY	grey	grey
CAMK1	yellow	magenta
CAMK1D	grey	grey
CAMK1G	yellow	magenta
CAMK2A	grey	grey
CAMK2B	grey	grey
CAMK2D	turquoise	pink
CAMK2G	turquoise	pink
CAMK2N1	grey	grey
CAMK2N2	grey	grey
CAMK4	magenta	magenta
CAMKK1	grey	grey
CAMKK2	turquoise	pink
CAMKMT	grey	grey
CAMKV	grey	grey
CAMLG	turquoise	pink
CAMP	grey	grey
CAMSAP1	turquoise	pink
CAMSAP2	turquoise	pink
CAMSAP3	brown	brown
CAMTA1	grey	grey
CAND1	pink	pink
CANT1	turquoise	pink
CANX	turquoise	pink
CAP2	grey	grey
CAPG	yellow	magenta
CAPN1	turquoise	pink
CAPN10	brown	brown
CAPN11	grey	grey
CAPN13	grey	grey
CAPN14	grey	grey
CAPN15	brown	brown
CAPN2	turquoise	pink
CAPN5	grey	grey
CAPN6	grey	grey
CAPN7	turquoise	pink
CAPN8	blue	blue
CAPN9	grey	grey
CAPNS1	grey	grey
CAPNS2	grey	grey
CAPRIN1	turquoise	pink
CAPRIN2	brown	brown
CAPS	black	black
CAPS2	black	black
CAPSL	black	black
CAPZA2	grey	grey
CAPZB	grey	grey
CARD10	grey	grey
CARD11	grey	grey
CARD14	grey	grey
CARD16	yellow	magenta
CARD6	grey	grey
CARD8	magenta	magenta
CARD9	yellow	magenta
CARF	brown	brown
CARHSP1	grey	grey
CARNS1	grey	grey
CARS2	grey	grey
CASC1	black	black
CASC3	turquoise	pink
CASC4	turquoise	pink
CASD1	turquoise	pink
CASK	turquoise	pink
CASKIN1	grey	grey
CASKIN2	turquoise	pink
CASP1	yellow	magenta
CASP10	grey	grey
CASP2	turquoise	pink
CASP3	blue	blue
CASP4	grey	grey
CASP5	yellow	magenta
CASP6	grey	grey
CASP7	turquoise	pink
CASP8	turquoise	pink
CASP8AP2	turquoise	pink
CASP9	grey	grey
CASQ1	grey	grey
CASQ2	red	red
CASR	grey	grey
CASS4	red	red
CAST	turquoise	pink
CASZ1	brown	brown
CAT	red	red
CATSPER1	grey	grey
CATSPER3	grey	grey
CATSPERB	grey	grey
CATSPERD	black	black
CATSPERG	grey	grey
CAV1	red	red
CAV2	grey	grey
CAV3	red	red
CBFA2T2	turquoise	pink
CBFA2T3	grey	grey
CBFB	blue	blue
CBL	turquoise	pink
CBLB	pink	pink
CBLC	grey	grey
CBLL1	pink	pink
CBLN1	grey	grey
CBLN2	grey	grey
CBLN3	grey	grey
CBLN4	red	red
CBR1	grey	grey
CBR4	turquoise	pink
CBX1	turquoise	pink
CBX2	blue	blue
CBX3	blue	blue
CBX4	turquoise	pink
CBX5	turquoise	pink
CBX6	turquoise	pink
CBX7	red	red
CBX8	grey	grey
CBY1	grey	grey
CC2D1A	brown	brown
CC2D1B	brown	brown
CC2D2A	black	black
CC2D2B	brown	brown
CCAR1	turquoise	pink
CCAR2	turquoise	pink
CCBE1	grey	grey
CCDC102A	grey	grey
CCDC102B	red	red
CCDC106	grey	grey
CCDC110	grey	grey
CCDC112	turquoise	pink
CCDC113	black	black
CCDC114	black	black
CCDC115	grey	grey
CCDC116	grey	grey
CCDC117	turquoise	pink
CCDC12	grey	grey
CCDC120	turquoise	pink
CCDC121	turquoise	pink
CCDC122	grey	grey
CCDC124	brown	brown
CCDC125	turquoise	pink
CCDC126	grey	grey
CCDC127	turquoise	pink
CCDC13	black	black
CCDC130	brown	brown
CCDC134	turquoise	pink
CCDC136	grey	grey
CCDC137	blue	blue
CCDC138	blue	blue
CCDC14	brown	brown
CCDC141	grey	grey
CCDC142	turquoise	pink
CCDC144A	grey	grey
CCDC146	black	black
CCDC148	black	black
CCDC149	turquoise	pink
CCDC15	blue	blue
CCDC150	blue	blue
CCDC151	black	black
CCDC152	grey	grey
CCDC153	black	black
CCDC155	grey	grey
CCDC157	black	black
CCDC158	grey	grey
CCDC159	brown	brown
CCDC160	grey	grey
CCDC167	blue	blue
CCDC168	grey	grey
CCDC169	grey	grey
CCDC17	black	black
CCDC170	black	black
CCDC171	turquoise	pink
CCDC173	black	black
CCDC174	turquoise	pink
CCDC177	grey	grey
CCDC178	grey	grey
CCDC18	blue	blue
CCDC181	black	black
CCDC184	black	black
CCDC185	grey	grey
CCDC186	turquoise	pink
CCDC22	turquoise	pink
CCDC24	brown	brown
CCDC25	turquoise	pink
CCDC27	grey	grey
CCDC28A	grey	grey
CCDC3	green	green
CCDC30	black	black
CCDC33	black	black
CCDC34	blue	blue
CCDC36	grey	grey
CCDC38	grey	grey
CCDC39	black	black
CCDC40	black	black
CCDC42	grey	grey
CCDC43	turquoise	pink
CCDC47	turquoise	pink
CCDC50	grey	grey
CCDC51	blue	blue
CCDC54	grey	grey
CCDC57	brown	brown
CCDC6	turquoise	pink
CCDC60	black	black
CCDC61	brown	brown
CCDC62	grey	grey
CCDC63	grey	grey
CCDC65	black	black
CCDC66	brown	brown
CCDC68	grey	grey
CCDC69	yellow	magenta
CCDC7	brown	brown
CCDC71L	grey	grey
CCDC74B	black	black
CCDC77	blue	blue
CCDC78	black	black
CCDC8	green	green
CCDC80	green	green
CCDC81	black	black
CCDC82	brown	brown
CCDC84	brown	brown
CCDC85A	grey	grey
CCDC85B	grey	grey
CCDC87	grey	grey
CCDC88A	grey	grey
CCDC88B	magenta	magenta
CCDC88C	turquoise	pink
CCDC89	black	black
CCDC9	brown	brown
CCDC90B	blue	blue
CCDC91	pink	pink
CCDC92	turquoise	pink
CCDC93	turquoise	pink
CCDC96	black	black
CCDC97	turquoise	pink
CCHCR1	brown	brown
CCIN	green	green
CCK	grey	grey
CCKBR	grey	grey
CCL1	grey	grey
CCL11	green	green
CCL13	yellow	magenta
CCL16	red	red
CCL17	yellow	magenta
CCL18	yellow	magenta
CCL19	magenta	magenta
CCL2	yellow	magenta
CCL20	grey	grey
CCL21	grey	grey
CCL22	grey	grey
CCL23	yellow	magenta
CCL24	grey	grey
CCL25	grey	grey
CCL26	grey	grey
CCL28	grey	grey
CCL5	magenta	magenta
CCL7	grey	grey
CCL8	yellow	magenta
CCM2	brown	brown
CCM2L	red	red
CCNA1	black	black
CCNA2	blue	blue
CCNB1	blue	blue
CCNB2	blue	blue
CCNB3	grey	grey
CCNC	grey	grey
CCND1	grey	grey
CCND2	yellow	magenta
CCND3	grey	grey
CCNDBP1	turquoise	pink
CCNE1	blue	blue
CCNF	blue	blue
CCNG1	turquoise	pink
CCNG2	turquoise	pink
CCNH	turquoise	pink
CCNI	turquoise	pink
CCNJ	turquoise	pink
CCNJL	grey	grey
CCNL1	brown	brown
CCNL2	brown	brown
CCNO	grey	grey
CCNT1	turquoise	pink
CCNT2	brown	brown
CCNY	grey	grey
CCNYL1	grey	grey
CCP110	turquoise	pink
CCPG1	grey	grey
CCR1	yellow	magenta
CCR10	grey	grey
CCR2	yellow	magenta
CCR3	grey	grey
CCR4	magenta	magenta
CCR5	magenta	magenta
CCR7	magenta	magenta
CCR8	magenta	magenta
CCR9	grey	grey
CCRL2	yellow	magenta
CCS	brown	brown
CCSAP	blue	blue
CCSER1	turquoise	pink
CCSER2	turquoise	pink
CCT2	blue	blue
CCT6A	blue	blue
CCT6B	grey	grey
CCT7	blue	blue
CCZ1	grey	grey
CD109	grey	grey
CD14	yellow	magenta
CD151	grey	grey
CD163	yellow	magenta
CD163L1	grey	grey
CD164	grey	grey
CD180	yellow	magenta
CD19	magenta	magenta
CD1A	yellow	magenta
CD1B	yellow	magenta
CD1C	yellow	magenta
CD1D	yellow	magenta
CD1E	yellow	magenta
CD2	magenta	magenta
CD200	green	green
CD200R1	yellow	magenta
CD207	yellow	magenta
CD209	yellow	magenta
CD22	magenta	magenta
CD226	magenta	magenta
CD24	grey	grey
CD244	magenta	magenta
CD247	magenta	magenta
CD248	green	green
CD274	yellow	magenta
CD276	grey	grey
CD28	yellow	magenta
CD2AP	turquoise	pink
CD2BP2	turquoise	pink
CD300A	yellow	magenta
CD300C	yellow	magenta
CD300LB	yellow	magenta
CD300LF	yellow	magenta
CD300LG	red	red
CD320	grey	grey
CD33	yellow	magenta
CD34	red	red
CD36	red	red
CD37	yellow	magenta
CD38	grey	grey
CD3D	magenta	magenta
CD3E	magenta	magenta
CD3G	magenta	magenta
CD4	yellow	magenta
CD40	yellow	magenta
CD40LG	magenta	magenta
CD44	yellow	magenta
CD46	turquoise	pink
CD47	grey	grey
CD5	magenta	magenta
CD52	yellow	magenta
CD53	yellow	magenta
CD55	grey	grey
CD58	grey	grey
CD59	grey	grey
CD5L	grey	grey
CD6	magenta	magenta
CD63	grey	grey
CD69	magenta	magenta
CD7	magenta	magenta
CD70	grey	grey
CD72	yellow	magenta
CD74	yellow	magenta
CD79A	magenta	magenta
CD79B	magenta	magenta
CD80	yellow	magenta
CD81	blue	blue
CD82	grey	grey
CD83	yellow	magenta
CD84	yellow	magenta
CD86	yellow	magenta
CD8A	magenta	magenta
CD8B	magenta	magenta
CD9	grey	grey
CD93	red	red
CD96	magenta	magenta
CD99	grey	grey
CD99L2	grey	grey
CDA	grey	grey
CDADC1	turquoise	pink
CDAN1	turquoise	pink
CDC14A	black	black
CDC14B	turquoise	pink
CDC16	turquoise	pink
CDC20B	grey	grey
CDC23	turquoise	pink
CDC25A	blue	blue
CDC25B	grey	grey
CDC25C	blue	blue
CDC27	pink	pink
CDC34	blue	blue
CDC37	brown	brown
CDC37L1	turquoise	pink
CDC40	turquoise	pink
CDC42	grey	grey
CDC42BPA	turquoise	pink
CDC42BPG	turquoise	pink
CDC42EP1	grey	grey
CDC42EP3	turquoise	pink
CDC42EP4	turquoise	pink
CDC42EP5	grey	grey
CDC42SE1	turquoise	pink
CDC42SE2	turquoise	pink
CDC45	blue	blue
CDC5L	turquoise	pink
CDC6	blue	blue
CDC7	blue	blue
CDC73	turquoise	pink
CDCA2	blue	blue
CDCA3	blue	blue
CDCA5	blue	blue
CDCA7	blue	blue
CDCA8	blue	blue
CDCP1	grey	grey
CDH1	turquoise	pink
CDH10	grey	grey
CDH11	green	green
CDH12	grey	grey
CDH15	grey	grey
CDH16	grey	grey
CDH17	grey	grey
CDH18	grey	grey
CDH19	grey	grey
CDH2	grey	grey
CDH20	yellow	magenta
CDH22	grey	grey
CDH23	yellow	magenta
CDH24	blue	blue
CDH26	grey	grey
CDH3	grey	grey
CDH4	grey	grey
CDH5	red	red
CDH6	grey	grey
CDH7	grey	grey
CDH8	grey	grey
CDHR1	grey	grey
CDHR2	grey	grey
CDHR3	black	black
CDHR5	grey	grey
CDIP1	turquoise	pink
CDIPT	turquoise	pink
CDK1	blue	blue
CDK10	brown	brown
CDK12	turquoise	pink
CDK13	turquoise	pink
CDK14	green	green
CDK15	green	green
CDK16	turquoise	pink
CDK17	turquoise	pink
CDK18	brown	brown
CDK19	turquoise	pink
CDK2	blue	blue
CDK20	brown	brown
CDK2AP1	blue	blue
CDK5R1	blue	blue
CDK5R2	grey	grey
CDK5RAP1	brown	brown
CDK5RAP2	turquoise	pink
CDK6	grey	grey
CDK8	blue	blue
CDK9	turquoise	pink
CDKAL1	blue	blue
CDKL1	turquoise	pink
CDKL2	blue	blue
CDKL5	turquoise	pink
CDKN1A	grey	grey
CDKN1B	grey	grey
CDKN1C	grey	grey
CDKN2A	grey	grey
CDKN2AIP	turquoise	pink
CDKN2AIPNL	grey	grey
CDKN2B	grey	grey
CDKN2C	blue	blue
CDKN2D	blue	blue
CDKN3	blue	blue
CDNF	grey	grey
CDO1	red	red
CDON	turquoise	pink
CDR2	turquoise	pink
CDR2L	turquoise	pink
CDRT1	grey	grey
CDS1	turquoise	pink
CDS2	turquoise	pink
CDT1	blue	blue
CDV3	pink	pink
CDX1	grey	grey
CDX2	grey	grey
CDYL	turquoise	pink
CDYL2	turquoise	pink
CEACAM1	grey	grey
CEACAM19	grey	grey
CEACAM21	yellow	magenta
CEACAM3	grey	grey
CEACAM4	yellow	magenta
CEACAM5	grey	grey
CEACAM6	grey	grey
CEACAM7	grey	grey
CEACAM8	grey	grey
CEBPB	grey	grey
CEBPD	grey	grey
CEBPE	grey	grey
CEBPG	blue	blue
CEBPZOS	blue	blue
CECR2	grey	grey
CEL	grey	grey
CELA1	grey	grey
CELA2B	grey	grey
CELF1	turquoise	pink
CELF2	red	red
CELF3	grey	grey
CELF4	grey	grey
CELF5	grey	grey
CELSR1	turquoise	pink
CELSR2	turquoise	pink
CELSR3	blue	blue
CEMIP	green	green
CEND1	grey	grey
CENPA	blue	blue
CENPB	turquoise	pink
CENPBD1	turquoise	pink
CENPE	blue	blue
CENPF	blue	blue
CENPH	blue	blue
CENPI	blue	blue
CENPJ	brown	brown
CENPK	blue	blue
CENPL	blue	blue
CENPM	blue	blue
CENPN	blue	blue
CENPO	blue	blue
CENPQ	blue	blue
CENPT	brown	brown
CENPU	blue	blue
CENPV	grey	grey
CENPW	blue	blue
CEP104	turquoise	pink
CEP112	turquoise	pink
CEP120	turquoise	pink
CEP128	blue	blue
CEP131	brown	brown
CEP135	blue	blue
CEP152	blue	blue
CEP162	turquoise	pink
CEP164	turquoise	pink
CEP170	turquoise	pink
CEP170B	turquoise	pink
CEP19	pink	pink
CEP192	turquoise	pink
CEP250	turquoise	pink
CEP290	turquoise	pink
CEP295	turquoise	pink
CEP350	turquoise	pink
CEP41	blue	blue
CEP44	turquoise	pink
CEP55	blue	blue
CEP57	turquoise	pink
CEP57L1	turquoise	pink
CEP63	pink	pink
CEP68	turquoise	pink
CEP70	grey	grey
CEP72	blue	blue
CEP76	turquoise	pink
CEP78	blue	blue
CEP83	brown	brown
CEP85	blue	blue
CEP85L	magenta	magenta
CEP89	blue	blue
CEP95	brown	brown
CEP97	pink	pink
CEPT1	turquoise	pink
CERCAM	green	green
CERK	turquoise	pink
CERS3	grey	grey
CERS4	grey	grey
CERS5	grey	grey
CERS6	turquoise	pink
CES2	turquoise	pink
CES3	grey	grey
CETN2	black	black
CETN3	turquoise	pink
CETP	red	red
CFAP20	grey	grey
CFAP221	blue	blue
CFAP36	grey	grey
CFAP43	black	black
CFAP44	brown	brown
CFAP46	black	black
CFAP52	black	black
CFAP53	black	black
CFAP54	black	black
CFAP57	black	black
CFAP58	black	black
CFAP61	black	black
CFAP69	black	black
CFAP70	black	black
CFAP74	black	black
CFAP97	turquoise	pink
CFAP99	black	black
CFB	grey	grey
CFD	grey	grey
CFDP1	turquoise	pink
CFH	grey	grey
CFHR3	grey	grey
CFL1	blue	blue
CFL2	blue	blue
CFLAR	grey	grey
CFTR	grey	grey
CGA	grey	grey
CGGBP1	pink	pink
CGN	turquoise	pink
CGNL1	red	red
CGREF1	grey	grey
CGRRF1	grey	grey
CH25H	grey	grey
CHAC1	grey	grey
CHAC2	blue	blue
CHAF1A	blue	blue
CHAF1B	blue	blue
CHAMP1	turquoise	pink
CHAT	grey	grey
CHCHD1	grey	grey
CHCHD10	grey	grey
CHCHD3	blue	blue
CHCHD4	turquoise	pink
CHCHD5	grey	grey
